Trinidad and Tobago,TTO,1394969.0,8.334966666666661
Tunisia,TUN,11694721.0,19.9892866666666
Turkey,TUR,83429607.0,290.442073
Tanzania,TZA,58005461.0,7.04036666666666
Uganda,UGA,44269587.0,4.86881
Ukraine,UKR,44386203.0,142.85101
Uruguay,URY,3461731.0,15.989579999999998
United States,USA,328329953.0,4161.834261999999
Uzbekistan,UZB,33580350.0,61.046353666666604
St. Vincent and the Grenadines,VCT,110593.0,0.142
"Venezuela, RB",VEN,28515829.0,89.1599733333333
British Virgin Islands,VGB,30033.0,0.06955800000000001
Virgin Islands (U.S.),VIR,106669.0,0.5755733333333329
Vietnam,VNM,96462108.0,259.448508592515
Vanuatu,VUT,299882.0,0.0744293333333333
Samoa,WSM,197093.0,0.136548666666666
"Yemen, Rep.",YEM,29161922.0,2.51347999999999
South Africa,ZAF,58558267.0,234.75197000000003
Zambia,ZMB,17861034.0,16.854622333333303
Zimbabwe,ZWE,14645473.0,9.0461
